%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight, %timeIndividualFinished
0, 0, 0.28, 1.0, 3.0, 1.30632538133, 3.0, 1.10772018712, 3.0, 16:08:05.984789
0, 1, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:08:30.876494
0, 2, 0.26, 0.74317566488, 3.0, 1.0, 3.0, 0.950537476885, 3.0, 16:08:56.074437
0, 3, 0.28, 1.0, 3.0, 1.0, 3.0, 0.762185873304, 3.0, 16:09:20.574434
0, 4, 0.44, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:09:45.691900
1, 0, 0.28, 1.0, 3.0, 1.0, 3.0, 0.885609387119, 3.08224033152, 16:10:11.942662
1, 1, 0.32, 1.0, 3.3271688724, 1.0, 3.3271688724, 1.0, 3.0, 16:10:37.726133
1, 2, 0.24, 1.0, 3.2582203045, 1.0, 3.2582203045, 1.0, 3.25534115072, 16:11:02.718099
1, 3, 0.24, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:11:28.379502
1, 4, 0.26, 1.0, 3.0, 1.0, 3.0, 1.0, 3.44338998682, 16:11:53.266662
2, 0, 0.38, 1.0, 3.0, 1.0, 3.0, 1.0, 3.44338998682, 16:12:21.177810
2, 1, 0.28, 1.28297090579, 3.0, 1.0, 3.0, 1.0, 3.44338998682, 16:12:45.986946
2, 2, 0.24, 0.757916008217, 3.0, 1.0, 3.0, 0.951461511486, 3.44338998682, 16:13:10.071312
2, 3, 0.4, 0.794414410937, 2.62504370176, 1.0, 2.62504370176, 1.0, 3.56863600492, 16:13:35.326410
2, 4, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.44338998682, 16:14:00.155869
3, 0, 0.34, 1.0, 3.36557155807, 1.0, 3.36557155807, 1.30127122584, 3.44338998682, 16:14:25.047773
3, 1, 0.24, 1.0, 3.09027830784, 1.0, 3.09027830784, 1.0, 3.44338998682, 16:14:49.927951
3, 2, 0.36, 1.0, 3.0, 1.0, 3.0, 1.0, 3.44338998682, 16:15:15.557866
3, 3, 0.44, 1.0, 3.0, 1.40365373479, 3.0, 1.0, 3.44338998682, 16:15:41.861001
3, 4, 0.32, 1.0, 3.0, 0.750161989533, 3.0, 1.0, 3.44338998682, 16:16:07.525638
4, 0, 0.24, 1.0, 3.0, 0.750161989533, 3.0, 1.0, 3.44338998682, 16:16:33.063799
4, 1, 0.22, 1.0, 3.0, 0.750161989533, 3.0, 1.0, 3.44338998682, 16:16:58.426291
4, 2, 0.38, 1.45308424611, 3.0, 0.750161989533, 3.0, 1.36375243728, 3.77403575252, 16:17:25.341035
4, 3, 0.28, 1.0, 3.0, 0.750161989533, 3.0, 1.0, 3.44338998682, 16:17:52.487200
4, 4, 0.42, 1.13978941284, 3.0, 0.750161989533, 3.0, 1.0, 3.01129071245, 16:18:20.038517
5, 0, 0.3, 1.13978941284, 2.73951619691, 1.20140517392, 2.73951619691, 1.0, 3.01129071245, 16:18:44.753301
5, 1, 0.3, 1.13978941284, 3.0, 0.750161989533, 3.0, 0.836203632557, 3.01129071245, 16:19:09.631146
5, 2, 0.4, 1.13978941284, 3.0, 0.750161989533, 3.0, 1.0, 3.28683226749, 16:19:36.103361
5, 3, 0.42, 1.13978941284, 3.0, 0.750161989533, 3.0, 1.23386270659, 2.91278695709, 16:20:01.517107
5, 4, 0.24, 1.13978941284, 3.0, 0.750161989533, 3.0, 1.0, 3.01129071245, 16:20:27.496552
6, 0, 0.34, 0.942289638343, 3.00744754656, 0.750161989533, 3.00744754656, 1.0, 3.01129071245, 16:20:54.824154
6, 1, 0.34, 1.13978941284, 3.0, 0.750161989533, 3.0, 1.0, 3.01129071245, 16:21:20.615962
6, 2, 0.38, 1.13978941284, 3.0, 0.750161989533, 3.0, 1.0, 3.01129071245, 16:21:46.611761
6, 3, 0.34, 1.13978941284, 3.0, 0.383482325105, 3.0, 1.0, 3.27624507475, 16:22:11.573864
6, 4, 0.36, 1.57104478107, 3.0, 0.750161989533, 3.0, 1.0, 3.01129071245, 16:22:38.211295
7, 0, 0.24, 1.57104478107, 3.0, 0.750161989533, 3.0, 1.0, 3.01129071245, 16:23:04.168031
7, 1, 0.38, 1.57104478107, 3.0, 0.750161989533, 3.0, 1.0, 3.01129071245, 16:23:30.484984
7, 2, 0.22, 1.57104478107, 3.0, 0.750161989533, 3.0, 1.0, 3.01129071245, 16:23:57.737569
7, 3, 0.44, 1.57104478107, 3.26405672394, 0.750161989533, 3.26405672394, 1.0, 3.01129071245, 16:24:23.729074
7, 4, 0.3, 1.57104478107, 2.79873028268, 0.750161989533, 2.79873028268, 1.0, 3.16964110426, 16:24:50.224885
8, 0, 0.38, 1.57104478107, 2.79873028268, 0.750161989533, 2.79873028268, 1.43717534529, 3.16964110426, 16:25:15.241289
8, 1, 0.4, 1.57104478107, 2.79873028268, 0.750161989533, 2.79873028268, 1.0, 3.16964110426, 16:25:44.725943
8, 2, 0.28, 1.18059103953, 2.79873028268, 0.715498129307, 2.79873028268, 1.0, 3.16964110426, 16:26:09.841458
8, 3, 0.38, 1.57104478107, 2.79873028268, 0.943112091028, 2.79873028268, 1.0, 3.16964110426, 16:26:35.828690
8, 4, 0.3, 1.57104478107, 2.79873028268, 0.750161989533, 2.79873028268, 1.0, 3.16964110426, 16:27:00.207887
