%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight, %timeIndividualFinished
0, 0, 0.46, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:08:12.885554
0, 1, 0.36, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:08:37.033289
0, 2, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:09:01.748913
0, 3, 0.24, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:09:26.347101
0, 4, 0.2, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:09:51.227801
1, 0, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:10:17.573680
1, 1, 0.24, 1.0, 3.19754610148, 1.0, 3.19754610148, 1.0, 3.0, 16:10:45.233169
1, 2, 0.3, 1.0, 3.0, 1.0, 3.0, 1.42128546467, 3.0, 16:11:12.318362
1, 3, 0.42, 1.0, 3.0, 1.0, 3.0, 0.584858245251, 3.0, 16:11:37.051486
1, 4, 0.24, 1.0, 3.37611679208, 1.0, 3.37611679208, 1.0, 3.0, 16:12:01.568144
2, 0, 0.3, 1.0, 3.37611679208, 1.0, 3.37611679208, 1.0, 3.0, 16:12:26.806934
2, 1, 0.36, 0.509013328536, 3.35672731086, 1.0, 3.35672731086, 1.0, 3.0, 16:12:50.797913
2, 2, 0.32, 1.0, 3.37611679208, 1.0, 3.37611679208, 1.0, 3.0, 16:13:16.649252
2, 3, 0.26, 1.0, 3.37611679208, 1.0, 3.37611679208, 1.0, 3.0, 16:13:42.090147
2, 4, 0.3, 1.0, 3.37611679208, 1.0, 3.37611679208, 1.0, 2.67064460802, 16:14:07.267179
3, 0, 0.36, 0.657568648006, 2.99831402142, 1.0, 2.99831402142, 1.0, 3.16577955916, 16:14:31.672996
3, 1, 0.38, 1.44510400733, 3.37611679208, 1.0, 3.37611679208, 1.0, 2.67064460802, 16:14:57.832416
3, 2, 0.3, 1.0, 3.27428731756, 1.0, 3.27428731756, 0.856858858131, 2.67064460802, 16:15:23.843746
3, 3, 0.32, 1.0, 3.37611679208, 1.0, 3.37611679208, 1.0, 2.67064460802, 16:15:50.714263
3, 4, 0.34, 1.0, 3.37611679208, 1.0, 3.37611679208, 1.0, 2.32651438488, 16:16:15.585500
4, 0, 0.22, 1.0, 3.37611679208, 1.04296036259, 3.37611679208, 1.0, 2.32651438488, 16:16:41.516598
4, 1, 0.3, 1.0, 3.37611679208, 1.0, 3.37611679208, 1.0, 2.32651438488, 16:17:06.562224
4, 2, 0.52, 1.0, 3.37611679208, 1.0, 3.37611679208, 1.0, 2.5514165446, 16:17:30.334311
4, 3, 0.38, 1.0, 3.37611679208, 1.0, 3.37611679208, 0.669192572615, 2.32651438488, 16:17:55.092522
4, 4, 0.52, 1.21242480733, 3.2904402862, 1.0, 3.2904402862, 1.0, 2.5766634632, 16:18:21.368399
5, 0, 0.24, 1.21242480733, 3.32333389291, 1.0, 3.32333389291, 1.0, 2.5766634632, 16:18:46.970031
5, 1, 0.36, 1.21242480733, 3.2904402862, 1.0, 3.2904402862, 1.0, 2.5766634632, 16:19:13.525423
5, 2, 0.38, 1.21242480733, 3.2904402862, 0.738268039476, 3.2904402862, 1.0, 2.5766634632, 16:19:40.114778
5, 3, 0.42, 1.21242480733, 3.2904402862, 1.0, 3.2904402862, 1.0, 2.5766634632, 16:20:06.560102
5, 4, 0.34, 1.21242480733, 3.46266242078, 1.0, 3.46266242078, 1.0, 2.5766634632, 16:20:32.817741
6, 0, 0.46, 1.21242480733, 3.46266242078, 1.0, 3.46266242078, 1.0, 2.5766634632, 16:20:57.785055
6, 1, 0.16, 1.21242480733, 3.46266242078, 1.0, 3.46266242078, 1.0, 2.5766634632, 16:21:26.094671
6, 2, 0.38, 1.21242480733, 3.46266242078, 0.724450838046, 3.46266242078, 1.0, 2.5766634632, 16:21:51.464180
6, 3, 0.28, 1.21242480733, 3.46266242078, 1.0, 3.46266242078, 1.0, 2.5766634632, 16:22:16.028543
6, 4, 0.44, 1.21242480733, 3.46266242078, 1.21520922522, 3.46266242078, 1.0, 2.5766634632, 16:22:42.223627
7, 0, 0.34, 1.21242480733, 3.46266242078, 1.21520922522, 3.46266242078, 1.0, 2.5766634632, 16:23:09.663951
7, 1, 0.36, 1.21242480733, 3.46266242078, 1.21520922522, 3.46266242078, 1.0, 2.5766634632, 16:23:36.468330
7, 2, 0.38, 1.21242480733, 3.46266242078, 1.21520922522, 3.46266242078, 1.0, 2.5766634632, 16:24:01.855999
7, 3, 0.4, 1.21242480733, 3.46266242078, 1.21520922522, 3.46266242078, 1.0, 2.5766634632, 16:24:26.902329
7, 4, 0.38, 1.21242480733, 3.46266242078, 1.21520922522, 3.46266242078, 1.0, 2.5766634632, 16:24:50.710681
8, 0, 0.4, 1.21242480733, 3.46266242078, 0.839377974635, 3.46266242078, 1.0, 2.52190570241, 16:25:16.019904
8, 1, 0.36, 1.21242480733, 3.46266242078, 1.21520922522, 3.46266242078, 1.0, 2.5766634632, 16:25:41.477043
8, 2, 0.3, 1.38807579251, 3.46266242078, 1.41747511391, 3.46266242078, 1.0, 2.5766634632, 16:26:06.909924
8, 3, 0.36, 1.21242480733, 3.46266242078, 1.21520922522, 3.46266242078, 0.558139376495, 2.5766634632, 16:26:34.014255
8, 4, 0.36, 1.21242480733, 3.46266242078, 1.21520922522, 3.46266242078, 1.0, 2.5766634632, 16:26:58.842828
9, 0, 0.38, 1.21242480733, 3.04352331582, 1.21520922522, 3.04352331582, 1.0, 2.5766634632, 16:27:24.867861
9, 1, 0.32, 1.47796073515, 3.46266242078, 1.03461945576, 3.46266242078, 1.0, 2.90445062012, 16:27:51.401763
9, 2, 0.28, 0.879160117739, 3.46266242078, 1.21520922522, 3.46266242078, 1.0, 2.5766634632, 16:28:15.988249
9, 3, 0.38, 1.21242480733, 3.29244073806, 1.21520922522, 3.29244073806, 1.0, 2.5766634632, 16:28:42.491218
9, 4, 0.44, 1.21242480733, 3.46266242078, 1.49772317925, 3.46266242078, 1.0, 2.5766634632, 16:29:09.221310
10, 0, 0.42, 1.21242480733, 3.46266242078, 1.49772317925, 3.46266242078, 1.0, 2.5766634632, 16:29:33.455033
10, 1, 0.4, 1.21242480733, 3.46266242078, 1.49772317925, 3.46266242078, 0.920575348289, 2.5766634632, 16:29:58.749866
10, 2, 0.38, 0.81676594743, 3.46266242078, 1.49772317925, 3.46266242078, 1.0, 2.33035471858, 16:30:25.877118
10, 3, 0.4, 1.21242480733, 3.46266242078, 1.49772317925, 3.46266242078, 1.0, 2.5766634632, 16:30:50.682823
10, 4, 0.28, 1.41303494483, 3.46266242078, 1.49772317925, 3.46266242078, 1.0, 2.5766634632, 16:31:15.110903
11, 0, 0.22, 1.41303494483, 3.46266242078, 1.13266846288, 3.46266242078, 1.05265025156, 2.5766634632, 16:31:42.514129
11, 1, 0.36, 1.41303494483, 3.46266242078, 1.49772317925, 3.46266242078, 1.0, 2.93122566969, 16:32:07.542201
11, 2, 0.38, 1.41303494483, 3.46266242078, 1.49772317925, 3.46266242078, 1.0, 3.05484364757, 16:32:33.900829
11, 3, 0.34, 1.41303494483, 3.46266242078, 1.31454714574, 3.46266242078, 1.0, 2.5766634632, 16:32:59.506844
11, 4, 0.36, 1.41303494483, 3.46266242078, 1.49772317925, 3.46266242078, 1.00888126839, 2.5766634632, 16:33:25.668663
12, 0, 0.3, 1.41303494483, 3.46266242078, 1.49772317925, 3.46266242078, 1.00888126839, 2.5766634632, 16:33:51.001149
12, 1, 0.3, 1.41303494483, 3.46266242078, 1.49772317925, 3.46266242078, 1.00888126839, 2.81744920407, 16:34:17.862101
12, 2, 0.34, 1.41303494483, 3.74519824397, 1.49772317925, 3.74519824397, 1.13895605738, 2.5766634632, 16:34:44.286411
12, 3, 0.28, 1.68013983939, 3.46266242078, 1.9071122611, 3.46266242078, 1.00888126839, 2.5766634632, 16:35:12.242601
12, 4, 0.42, 1.41303494483, 3.46266242078, 1.49772317925, 3.46266242078, 1.00888126839, 2.5766634632, 16:35:40.804290
